"filename", "language", "Solidity", "Markdown", "JSON", "HTML", "Python", "JavaScript", "TypeScript", "XML", "CSS", "SCSS", "JSON with Comments", "TypeScript JSX", "comment", "blank", "total"
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.0\contracts\token\ERC20\extensions\IERC20Permit.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 5, 61
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.0\contracts\token\ERC20\utils\SafeERC20.sol", "Solidity", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12, 117
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.0\contracts\utils\Address.sol", "Solidity", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 17, 245
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.0\contracts\utils\Context.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 25
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.3\contracts\proxy\Proxy.sol", "Solidity", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 11, 87
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.3\contracts\utils\Address.sol", "Solidity", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 17, 245
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.3\contracts\utils\Context.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 25
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\chainlink\v0.8\vendor\openzeppelin-solidity\v4.7.3\contracts\utils\structs\EnumerableSet.sol", "Solidity", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 47, 377
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC173.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 4, 46
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC20.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 12, 117
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC2535.sol", "Solidity", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC2612.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 4, 126
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC4626.sol", "Solidity", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 356, 20, 397
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC5313.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 2, 31
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC6357R.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 3, 57
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\abstracts\ERC6372R.sol", "Solidity", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 3, 53
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\AccessControlDefaultAdminRulesUpgradeable.sol", "Solidity", 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 48, 410
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\AccessControlEnumerableUpgradeable.sol", "Solidity", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 12, 78
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\AccessControlUpgradeable.sol", "Solidity", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 21, 231
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\IAccessControlDefaultAdminRulesUpgradeable.sol", "Solidity", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 20, 195
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\IAccessControlEnumerableUpgradeable.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 5, 32
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\IAccessControlUpgradeable.sol", "Solidity", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 12, 101
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\Ownable2StepUpgradeable.sol", "Solidity", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 73
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\access\OwnableUpgradeable.sol", "Solidity", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 16, 110
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\finance\VestingWalletUpgradeable.sol", "Solidity", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 22, 177
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\GovernorUpgradeable.sol", "Solidity", 456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 91, 779
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\IGovernorUpgradeable.sol", "Solidity", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 45, 391
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\TimelockControllerUpgradeable.sol", "Solidity", 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 49, 448
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\compatibility\GovernorCompatibilityBravoUpgradeable.sol", "Solidity", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 37, 349
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\compatibility\IGovernorCompatibilityBravoUpgradeable.sol", "Solidity", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 16, 137
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\GovernorCountingSimpleUpgradeable.sol", "Solidity", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 18, 116
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\GovernorPreventLateQuorumUpgradeable.sol", "Solidity", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 19, 118
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\GovernorSettingsUpgradeable.sol", "Solidity", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 17, 128
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\GovernorTimelockCompoundUpgradeable.sol", "Solidity", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 29, 211
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\GovernorTimelockControlUpgradeable.sol", "Solidity", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 26, 194
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\GovernorVotesQuorumFractionUpgradeable.sol", "Solidity", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 20, 125
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\GovernorVotesUpgradeable.sol", "Solidity", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 10, 70
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\extensions\IGovernorTimelockUpgradeable.sol", "Solidity", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 50
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\utils\IVotesUpgradeable.sol", "Solidity", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 10, 62
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\governance\utils\VotesUpgradeable.sol", "Solidity", 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 30, 266
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1155MetadataURIUpgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1155ReceiverUpgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1155Upgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1271Upgradeable.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 20
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1363ReceiverUpgradeable.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 4, 36
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1363SpenderUpgradeable.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 4, 30
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1363Upgradeable.sol", "Solidity", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 10, 81
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC165Upgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1820ImplementerUpgradeable.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 21
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1820RegistryUpgradeable.sol", "Solidity", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 12, 113
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC1967Upgradeable.sol", "Solidity", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 27
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC20MetadataUpgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC20Upgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC2309Upgradeable.sol", "Solidity", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 22
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC2612Upgradeable.sol", "Solidity", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 9
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC2981Upgradeable.sol", "Solidity", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 26
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC3156FlashBorrowerUpgradeable.sol", "Solidity", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 3, 30
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC3156FlashLenderUpgradeable.sol", "Solidity", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 44
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC3156Upgradeable.sol", "Solidity", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC4626Upgradeable.sol", "Solidity", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 21, 233
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC4906Upgradeable.sol", "Solidity", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 21
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC5267Upgradeable.sol", "Solidity", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 29
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC5313Upgradeable.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 19
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC5805Upgradeable.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 10
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC6372Upgradeable.sol", "Solidity", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 18
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC721EnumerableUpgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC721MetadataUpgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC721ReceiverUpgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC721Upgradeable.sol", "Solidity", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC777RecipientUpgradeable.sol", "Solidity", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 35
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC777SenderUpgradeable.sol", "Solidity", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 3, 35
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\IERC777Upgradeable.sol", "Solidity", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 20, 200
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\draft-IERC1822Upgradeable.sol", "Solidity", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 21
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\interfaces\draft-IERC6093Upgradeable.sol", "Solidity", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 22, 163
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\metatx\ERC2771ContextUpgradeable.sol", "Solidity", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 52
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\metatx\MinimalForwarderUpgradeable.sol", "Solidity", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 22, 117
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\AddressFnPointersMockUpgradeable.sol", "Solidity", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 64
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ArraysMockUpgradeable.sol", "Solidity", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 86
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\CallReceiverMockUpgradeable.sol", "Solidity", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 75
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ContextMockUpgradeable.sol", "Solidity", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 55
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\DummyImplementationUpgradeable.sol", "Solidity", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 102
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\EIP712VerifierUpgradeable.sol", "Solidity", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 30
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC1271WalletMockUpgradeable.sol", "Solidity", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 49
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC165\ERC165InterfacesSupportedUpgradeable.sol", "Solidity", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 13, 83
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC165\ERC165MaliciousDataUpgradeable.sol", "Solidity", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 26
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC165\ERC165MissingDataUpgradeable.sol", "Solidity", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 21
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC165\ERC165NotSupportedUpgradeable.sol", "Solidity", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 19
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC165\ERC165ReturnBombUpgradeable.sol", "Solidity", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 32
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC2771ContextMockUpgradeable.sol", "Solidity", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 31
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ERC3156FlashBorrowerMockUpgradeable.sol", "Solidity", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 66
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\EtherReceiverMockUpgradeable.sol", "Solidity", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 31
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\InitializableMock.sol", "Solidity", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32, 131
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\MulticallTestUpgradeable.sol", "Solidity", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 37
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\MultipleInheritanceInitializableMocks.sol", "Solidity", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 24, 132
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\PausableMockUpgradeable.sol", "Solidity", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 45
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ReentrancyAttackUpgradeable.sol", "Solidity", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 26
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\ReentrancyMockUpgradeable.sol", "Solidity", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 64
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\RegressionImplementation.sol", "Solidity", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 62
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\SingleInheritanceInitializableMocks.sol", "Solidity", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 50
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\StorageSlotMockUpgradeable.sol", "Solidity", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 91
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\TimelockReentrantUpgradeable.sol", "Solidity", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 40
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\VotesMockUpgradeable.sol", "Solidity", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 68
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\WithInit.sol", "Solidity", 712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 119, 832
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\compound\CompTimelockUpgradeable.sol", "Solidity", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 32, 187
"\\wsl.localhost\Ubuntu\home\abstraction\dreamcatcher\dump\contracts\polygon\deps\openzeppelin-upgradeable\mocks\docs\ERC4626FeesUpgradeable.sol", "Solidity", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 101
